Name,Address,City,State,Zipcode,Phone,Url,Description,Rating,Rate Count,Price,YelpID,Lat,Lng
KINDRED,1503 30th St,San Diego,CA,92102,(619) 546-9653,http://www.barkindred.com/,"This South Park rebel makes its mark with the rarely-seen pairing of top-notch craft cocktails with a chef-powered, vegan menu. Add a dose of seriously eye-catching design and you’ve got a winner.",4.5,968,2,9q6USpuySIGHUhuJKj6gYg,32.72163,-117.12994
Buona Forchetta,3001 Beech St,San Diego,CA,92102,(619) 381-4844,http://buonaforchettasd.com/,"Regulars rave about the char and chew of the oven-burnished crusts at this friendly and bustling South Park pizzeria, the flagship location of a growing local empire.",4.5,2000,2,n3sKOKoEk_gKhBvgfIwZaA,32.7213018,-117.1302022
Cowboy Star Restaurant & Butcher Shop,640 Tenth Ave,San Diego,CA,92101,(619) 450-5880,http://www.thecowboystar.com/,"An in-house butcher shop, skilled bartenders, and a non-stuffy vibe set this steakhouse apart from its expense account counterparts. So do the creative plates that stray from standard steakhouse fare. Try for a seat at Victor Jimenez’s chef’s counter.",4.0,1328,3,7ffENycJAzU8w51xn5sWlQ,32.71215,-117.15586
Puesto,789 W Harbor Dr,San Diego,CA,92101,(619) 233-8880,http://www.eatpuesto.com/,"Eating at Puesto is just plain fun. Its two locations provide a laid-back, playful atmosphere in which to enjoy a vibrant, crowd-pleasing menu of tacos and other fresh takes on Mexican street food and classic dishes.",4.0,3227,2,4_vPdLbDx0Iadr2nANyCQQ,32.71134,-117.17
Dija Mara,232 S Coast Hwy,Oceanside,CA,92054,(760) 231-5376,http://www.dijamara.com/,"One of Oceanside’s biggest culinary draws is gaining wider acclaim beyond the coastal city; its chef, Ryan Costanza, transplanted from San Diego after working with Michelin-starred chefs Daniel Patterson and Dominique Crenn in San Francisco. His menu, informed by his training and travels, is based on Southeast Asian cuisine but rooted in California sensibilities; the complex, multi-layered dishes are also emminently Instagrammable.",4.5,185,2,QSwRg-Fqd24S4vohu6r0jg,33.19339,-117.37706
Grand Ole BBQ Y Asado,3302 32nd St,San Diego,CA,92104,(619) 213-3765,http://grandolebbq.com/,"A piece of parking lot, picnic tables, and a sturdy smoker combine for one of North Park’s best dining experiences. Specializing in Central Texas barbecue, with weekly Argentine grill sessions on Sundays, the eatery’s sell-out menu is smoked meat bliss. A new, larger location is coming to East County. ",4.5,676,2,nWq7Sdd-fQId7S9UH6BBWA,32.739502,-117.125278
Born and Raised,1909 India St,San Diego,CA,92101,(619) 202-4577,http://www.bornandraisedsteak.com/,"Though it’s very much an ‘of-the-moment’ restaurant, there are clear signs that this Little Italy steakhouse is destined to become a classic. The show starts with the thrill of seeing Caesar salads, omelets, and steak tartare being made tableside followed on the main stage by luxurious cuts of dry aged beef cut to order, prized Wagyu beef grilled on Japanese charcoal and retro hits like Tournedos Rossini and Steak Diane. ",4.0,748,4,4imUXuNwJCDQS5xFdlFVrQ,32.7246252324982,-117.168528623879
Wayfarer Bread & Pastry,5525 La Jolla Blvd,La Jolla,CA,92037,,http://www.wayfarerbread.com/,"By setting up shop in the quiet coastal community of Bird Rock, Wayfarer has brought the beach its first real-deal bakery and quickly established itself as a destination worth trekking to for its flaky pastries sweetened with local produce and sturdy-crusted loaves made of heirloom grains. ",4.5,94,2,l-t2wjc6WttWflFcELRR9A,32.81302,-117.26841
The Fishery,5040 Cass St,San Diego,CA,92109,(858) 272-9985,http://www.thefishery.com/,"For a city of its size, San Diego has too few restaurants dedicated to showcasing local seafood and the bounty of the West Coast. This Pacific Beach stalwart is a seafood distributor, retail market, and a restaurant, with chef Paul Arias at the helm of a kitchen that thoughtfully sticks to the seasons.",4.0,777,2,Fs4JRumhC40CbAWaFYLY4Q,32.8065985,-117.2547961
¡SALUD! Barrio Logan,2196 Logan Ave,San Diego,CA,92113,(619) 255-3856,http://saludsd.com/,"A beacon in historic Barrio Logan, Salud has become both a community-based cultural hub and a crowd-drawing destination for some of the city’s best tacos. Though the eatery is expanding to other areas of San Diego, this original outpost is the one to check out.",4.5,1237,1,SdjxzqHGth-Drdxpbl5eYA,32.6981987270296,-117.13937100023
Rose Cafe-Restaurant,220 Rose Ave,Venice,CA,90291,(310) 399-0711,http://www.rosecafevenice.com/,"This iconic Venice restaurant has undergone a complete makeover, offering a wide-ranging menu to anticipate the neighborhood’s every dining need, from breakfast through dinner service. Jason Neroni's produce-driven, pasta-centric menu is sure to please most people, while the multifaceted building allows for everything from a casual bite at the bar to a more composed sit-down experience on the patio.",3.5,1393,2,X3pKG4mz9Y1pyP1IbzjcXw,33.99614,-118.47704
Spago,176 N Canon Dr,Beverly Hills,CA,90210,(310) 385-0880,https://wolfgangpuck.com/dining/spago/,"Wolfgang Puck's Beverly Hills flagship still has a compelling tasting menu that stands up to the city's best. Throw in a star-powered crowd with world-class service, and there's a truly iconic LA restaurant that will appeal to high-end diners and people-watchers alike. Don't be surprised if Wolfgang himself is working the dining room and giving tours to the kitchen.",4.0,1805,4,AEv5LTvg1FbGTsnPv486_Q,34.0676057,-118.3976687
Lukshon,3239 Helms Ave,Culver City,CA,90232,(310) 202-6808,http://lukshon.com/,"Sang Yoon put together one of the most impressive (and most unsung) dining rooms in the city. Yoon continues to tinker with the Asian-inspired menu, pulling off old favorites and testing new ones without any remorse. All the flavors will seem familiar, but come presented in a fresh, more thoughtful way. If LA had its own version of New York’s rollicking Momofuku Ssam Bar, this might be it.",3.5,866,3,kBAoPP3Kb6a57AvAc0GRDg,34.0298850074311,-118.38433641468
A.O.C.,8700 W 3rd St,Los Angeles,CA,90048,(310) 859-9859,http://aocwinebar.com/,"Suzanne Goin and Caroline Styne’s enduring West Third Street classic has one of the most pleasant patio spaces in town, making for a quality lunch with pristine produce and great execution. Dinner’s even more expansive, with Goin's trademark touch on rustic American cuisine coupled with suave service. Nearly everyone has a plate of the Spanish fried chicken on their table, though anything from the wood oven would be a solid dish to order. A.O.C. is one of LA’s modern icons, and everyone should dine here at least once a year.",4.0,2100,3,jVYU9iXvBMiC2A4H12Azfg,34.0734651,-118.3818814
Republique,624 South La Brea Ave,Los Angeles,CA,90036,(310) 362-6115,http://www.republiquela.com/,"When Walter and Margarita Manzke took over the iconic Campanile space, they knew the stakes were high. And who in LA would have thought they would’ve succeeded this much, offering a swell breakfast-to-dinner menu with a French point of view? Throw in some pockets of new American and even Asian influences and the bill of fare will likely appeal to everyone. The desserts, breads, and pastries by Margarita are as good as one can expect, while the charcuterie board is sure to stun anyone.",4.0,6,3,gHgHCUKd6-SxKGsmh3gk7Q,34.0641500141705,-118.343670107424
Petit Trois,718 N Highland Ave,Los Angeles,CA,90038,(323) 468-8916,http://www.petittrois.com/,"Ludo Lefebvre perfected this facsimile of a Parisian bistro right next to his first effort, Trois Mec. Serving near-ideal renditions of classics (with some leeway here and there), Petit Trois has already become the most talked-about French restaurant in the city. Try the omelet, steak frites, escargot — pretty much everything on the tight menu is worth ordering.",4.0,729,3,bkE3p4c1mpPIo2x4gDQKVA,34.0841645832307,-118.338213167286
Trois Mec,716 N Highland Ave,Los Angeles,CA,90038,(323) 484-8588,http://www.troismec.com/,"Ludo Lefebvre paired up with chefs Jon Shook and Vinny Dotolo to create a culinary version of Led Zeppelin — a supergroup of uber-talented culinary minds that produces one of the best tasting menus in town. Purchase tickets in advance on their website and watch Lefebvre create some of the most creative, expressive cuisine in Los Angeles. And at under a $100 per person for the tasting menu, it's fairly reasonable too.",4.0,589,4,qGTUg95aAy_1g_Es2pO7AA,34.0841710129418,-118.338120036209
Luv2eat Thai Bistro,6660 Sunset Blvd P,Los Angeles,CA,90028,(323) 498-5835,http://luv2eatthai.com/,"Since it opened just a few years ago, Luv2eat has ascended into the heights of LA's Thai restaurant scene with wonderfully prepared plates of Southern and sometimes Northern specialties. The Phuket-style crab curry should be on every table, along with the khao soi. Kua gling, a Southern Thai spicy dry meat curry, is fantastic, along with the fried sour Thai sausage, served with crunchy vegetables. Just remember, anything “medium” spicy or above will likely blow the lights out for most people, so order mild if insane spice is an issue.",4.0,649,2,3OJt-Xj45NfCCFwaeKMaeg,34.09756,-118.3357
Here’s Looking At You,3901 W 6th St,Los Angeles,CA,90020,(213) 568-3573,http://www.hereslookingatyoula.com/,"Former Animal chef Jonathan Whitener has opened a bustling restaurant in the heart of Koreatown with some of the most creative and delicious cuisine in Los Angeles. There’s no easy way to categorize these plates, but perhaps the best way would be to describe them as an elemental, but unexpected presentation of global flavors.",4.0,362,3,NxcF38OxJN9Iq6g6xoOAnQ,34.0637,-118.30822
Sqirl,720 N Virgil Ave #4,Los Angeles,CA,90029,(323) 284-8147,http://www.sqirlla.com/,"Jessica Koslow realized that the Eastside was bereft of a great everyday breakfast and lunch spot, and Sqirl was the answer everyone was waiting for. Tucked away on a sleepy stretch of Virgil, this seasonal kitchen produces surprising cuisine that balances flavor with superb ingredients. Consider the rice bowl, topped with ricotta and fermented hot sauce, or the incredible ricotta toast topped with its signature jam. Just be ready to wait in line.",4.0,1692,2,q97MIGXESdhak-LhGKDl0Q,34.0843519908378,-118.286691606045
Langer's Delicatessen-Restaurant,704 S Alvarado St,Los Angeles,CA,90057,(213) 483-8050,http://www.langersdeli.com/,"Yes, the No. 19 pastrami sandwich is an amazing sandwich, but the pure pastrami on house-based rye is simplicity at its best. There's a reason why people make pilgrimages to try this place’s pastrami and even corned beef: there is no better version anywhere in town, and perhaps even in the country. Pro tip: Try the No. 54, a blend of both the pastrami and corned beef in one sandwich. And don't skip the rest of the classic Jewish deli menu — it's all very well executed in one of the best daytime dining rooms in town.",4.5,3404,2,qCJ2LFfNbXYBIcjXNva1cA,34.05609,-118.27658
Night + Market Song,3322 Sunset Blvd,Los Angeles,CA,90026,(323) 665-5899,http://www.nightmarketla.com/,"Kris Yenbamroong built this place from the ground up, and while his original spot in West Hollywood still goes strong, this second rendition in Silver Lake seems to reflect the young chef's ethos a tiny bit more. With a cadre of excellent Thai dishes — pork toro, Bangkok mall pasta, and larb — in a fun, convivial atmosphere (crack open a tall boy of Miller Lite to start a meal), Night + Market Song is the place to be any night of the week on the Eastside.",4.0,832,2,hOHWu75whwn2hSc2HvRc6w,34.0869930418948,-118.275715286631
Broken Spanish,1050 S Flower St,Los Angeles,CA,90015,(213) 749-1460,http://brokenspanish.com/,"Ray Garcia’s homage to the food of his upbringing finds its best expression just steps from Downtown’s LA Live. With creative takes on Mexican-American cuisine, plus a killer evening ambience, Broken Spanish is the grown-up restaurant this area desperately needed. Order the chicharron and some of the wonderful blue corn tortillas.",3.5,773,3,0-a1JBlC7fZf0eVGgIUVhg,34.0432856351425,-118.263561241329
Mariscos Jalisco,801-,Los Angeles,CA,90021,(323) 309-1622,,"This wonderful seafood truck in East LA is one of the most reliable street-food experiences in town, with deep-fried shrimp tacos topped with a fresh salsa that might be one of the best bang-for-your-buck dishes in LA. The epic (and spicy) Poseidon, a massive tostada of chopped octopus, is something worth sharing if you're adventurous. Only open during the day, from 9 a.m. to 6 p.m.",,,,,,
Bestia,2121 E 7th Pl,Los Angeles,CA,90021,(213) 514-5724,http://www.bestiala.com/,"Seasonal, meat-driven rustic Italian in an industrial space in the heart of the Arts District: Ori Menashe and Genevieve Gergis knew something about finding the most unexpected spot and offering the area an ideal restaurant. Who knew it was going to be one of the most talked-about and constantly booked restaurants in the city despite having a nearly hidden location? The pizzas, pastas, appetizers, and mains all shine, with cocktails and wine as impressive as any restaurant's in town.",4.5,5320,3,fEY0zHaDMfIW3-N__joDKQ,34.03402,-118.22919
Howlin’ Ray’s,727 N Broadway #128,Los Angeles,CA,90012,(213) 935-8399,http://www.howlinrays.com/,"Johnny Ray Zone and Amanda Chapman might have the busiest single restaurant in Los Angeles, with a line that snakes around Far East Plaza in Chinatown every day it’s open, and nearly every hour it’s open. What's everyone waiting for? Nashville-style hot chicken, made to perfection. Everybody should order at least one item as spicy as they can handle, and try the fried chicken sandwich too. It's truly a marvel of fried chicken in Los Angeles.",4.5,4268,2,7O1ORGY36A-2aIENyaJWPg,34.0614861063899,-118.239554800093
n/naka,3455 Overland Ave,Los Angeles,CA,90034,(310) 836-6252,http://www.n-naka.com/,"Niki Nakayama’s phenomenal California-Japanese kaiseki might possibly be the most impressive restaurant to visit in Los Angeles. If the Michelin Guide were still rating in LA, n/naka would be a strong contender for three stars. The hidden-in-plain-sight building in Palms hosts one of the warmest, loveliest dining rooms, with fantastic wine pairings and pristine seafood prepared with a master’s touch. Reservations required, often weeks in advance.",4.5,612,4,tDeuHjIUJrHeELrKEekXtA,34.02507,-118.41227
Kismet,4648 Hollywood Blvd,Los Angeles,CA,90027,(323) 409-0404,http://www.kismetlosangeles.com/,"Sara Kramer and Sarah Hymanson opened this sleek modern Middle Eastern restaurant in early 2017 with a commitment to refined, restrained technique and top-quality farmers market produce. The result is one of the most popular new restaurants in the city. The morning Turkish-ish breakfast is a solid daytime pick, while the mezzes and small plates rule the roost for dinner service.",4.0,345,2,jS8MhTJpHmGYuxcKonGG-A,34.1002441,-118.2906102
Michael's Restaurant,1147 3rd St,Santa Monica,CA,90403,(310) 451-0843,http://www.michaelssantamonica.com/,"Chef Miles Thompson is steering a pretty big boat these days with Michael’s in Santa Monica. The long-standing restaurant has been in the hit-making business for decades, helping to launch the career of countless well-known chefs, but it’s all now in the hands of the eager wunderkind who navigates between classic menu items like foie gras and all-new interpretations like hamachi collar with fish-sauce caramel. Add in the gorgeous leafy patio, the always eclectic crowd, and the fun-loving Michael McCarty himself working the room, and it’s smooth sailing at one of LA’s most iconic restaurants. —Farley Elliott",3.5,417,3,YX420F6tVME_9C22nbqUvg,34.019,-118.49949
Felix,1023 Abbot Kinney Blvd,Venice,CA,90291,(424) 387-8622,http://felixla.com/,"Evan Funke returns to Los Angeles with one of the city’s most celebrated new restaurants, a temple of pasta and Italian cuisine in Venice in the iconic former Joe’s space along Abbot Kinney. Start with the superb focaccia, served in a plush round at the start of the meal. Then venture into one of the fresh salads prepared as lovingly as the pastas. But the main draws are the handmade pastas: rigatoni all’amatriciana, tonnarelli cacio e pepe, and pappardelle bolognese.",4.0,582,3,hy98AxsoB666j4Rbf3EiZQ,33.9922105356835,-118.471898393972
Gwen,6600 Sunset Blvd,Los Angeles,CA,90028,(323) 946-7500,http://gwenla.com/,"Gwen’s menu has meandered from a tasting menu to a more approachable a la carte bill of fare, and it’s done wonders for the overall usability of celebrity chef Curtis Stone’s grand Hollywood restaurant. Though meat and seasonal roasted vegetables are still the stars of the show, carefully prepared seafood now plays a solid supporting role. With magnificent ambience and impeccable service, Gwen stands as one of LA’s grand dining experiences.",4.0,428,4,Zg7jtPJGmsnysO8uDKtYxg,34.09764,-118.3334
Rossoblu,1124 San Julian St,Los Angeles,CA,90015,(213) 749-1099,http://rossoblula.com/,"Steve Samson, whose Southern Italian accomplishments at Sotto continue to excel in West LA, has debuted this incredible ode to Northern Italian cuisine, especially from the region of Bologna and Emilia-Romagna. The modern dining room is one of the most attractive spaces in the city, while the wood-roasted meats and pastas would please anyone. Try the tortellini in brodo. ",4.0,388,3,YYKK5pDAWQimcHzOz-7nug,34.0351,-118.25332
Scratch|Bar & Kitchen,16101 Ventura Blvd #255,Encino,CA,91436,(818) 646-6085,http://www.scratchbarla.com/,"Phillip Frankland and Margarita Lee have taken their tasting menu restaurant to the next level thanks to a retooled dining experience (like the cocktails and amuse bouches at a secret new bar) and a sharper, more polished set of dishes. This Encino restaurant is now the premier dining destination in the Valley, with a slew of creative and flavorful dishes that excite and delight diners with every course. Reservations required.",4.5,402,4,yZuha6BIwe8nZxQaorWasA,34.1570534796906,-118.483987053967
Pizzana,11712 San Vicente Blvd,Los Angeles,CA,90049,(310) 481-7108,http://pizzana.com/,"LA’s pizza game has been very strong lately, and this newer entrant in Brentwood takes the artform to new heights thanks to its detailed approach to Neapolitan pizza. But unlike many other pizza specialists, Pizzana isn’t afraid to play around with the medium, incorporating new techniques and flavor combinations that reflect the diversity of LA. And the best part? The elevated pizza dishes mean that every bite has a slightly crispy crust without any of that standard sogginess.",4.0,468,2,lkdJKRYmd_ZL9gHmHRpYxw,34.053392,-118.466013
Gish Bac Restaurant,4163 W Washington Blvd,Los Angeles,CA,90018,(323) 737-5050,http://gishbac.com/index.html,"There are a bevy of excellent Oaxacan restaurants in Los Angeles thanks to influx of settlers from the 1990s, and Gish Bac might be the best of the bunch thanks to the work of chef and owner Maria Ramos. This Mid-City classic serves a bit of everything from Oaxaca, including a great tlayuda and delicious torta, but the star of the show is the goat barbacoa enchilada, slow cooked for five hours in guajillo chiles. Truly one of LA”s best regional Mexican restaurants.",3.5,50,2,UPuGlJvngKuTmz-0-ssqVA,34.0399944,-118.3304195
Raffi's Place,211 E Broadway,Glendale,CA,91205,(818) 240-7411,http://raffisplace.com/,"This massive Persian dining hall features some of the best kabobs in the city. With an expansive indoor-outdoor space, servers weave through tables carrying platters of grilled meats, white rice, and mezze to large parties and families. Start with an eggplant dish called kashk o’bademjan and then order a parade of shish, koobideh, and barg kabob for a satisfying celebration meal.",4.5,3662,2,Hd6wCJbQz81UdD_EyOumPA,34.14659,-118.25335
Sonoratown,208 E 8th St,Los Angeles,CA,90014,(213) 628-3710,http://sonoratownla.com/,"Regarded as one of LA’s most impressive taco restaurants, this tiny Downtown LA spot prepares an authentic Sonoran-style tacos and quesadillas with grilled meats and flour tortillas. Don’t forget to order the chivichanga, a burrito with cheese and shredded chicken or machaca beef. It’s all ready affordable too, though parking can be tough in this part of Downtown.",4.5,384,1,Ti2Ksp2oPj6rpdp2tQcaVA,34.0416441,-118.2522657
Elite Restaurant,700 S Atlantic Blvd,Monterey Park,CA,91754,(626) 282-9998,http://www.elitechineserestaurant.com/,"This sprawling Monterey Park dim sum palace stands out for its consistency and quality, where diners can order shu mai, har gow, and other classics from a menu. Dishes come out as they’re prepared instead of being served from carts, though servers do roam around with trays of ready-to-eat snacks. The congee is especially good here, as are the taro dumplings. Weekday waits aren’t too bad but weekends can mean hour long queues for some of LA’s best dim sum.",3.5,1613,2,CIPw9R8nB9vcVX7oL9f8DA,34.0539,-118.13611
Animal Restaurant,435 N Fairfax Ave,Los Angeles,CA,90036,(323) 782-9225,http://animalrestaurant.com/,"After ten years, one of LA’s most iconic restaurants continues to pursue greatness along Fairfax Avenue. One could argue that Jon Shook and Vinny Dotolo helped launch LA’s standing from a national and even international food city. It started with these meat-centric small plates and inventive comfort food preparations that still hold up after a decade. ",4.0,3231,3,BAnC30_CaFiBOd6Fv9KgBg,34.079289,-118.361585
Pizzeria Mozza,641 N Highland Ave,Los Angeles,CA,90036,(323) 297-0101,http://la.pizzeriamozza.com/,"Nancy Silverton’s enduring pizzeria opened ten years ago, heralding a new kind of elevated but casual restaurant in LA. And the salads, pizzas, and desserts are still extraordinary, a credit to the James Beard award winner and years of consistency. Order the tricolore or chopped salad to start, follow up with a wood-fired pizza, and finish with the caramel coppetta dessert.",4.0,3987,2,q8buTNBt3FU9vie0D5OOxA,34.0832522379857,-118.338801201765
Park's Barbeque,955 S Vermont Ave G,Los Angeles,CA,90006,(213) 380-1717,http://www.parksbbq.com/,"This is the Korean barbecue to end all arguments, with the highest quality meat and banchan one can find in Los Angeles, which is one of the world’s epicenters for Korean cuisine. Order some wagyu beef and prime American short ribs and eat with the restaurant’s pristine kimchi and fresh lettuce wraps.",4.0,1532,3,K-jWQAp9Q-PIXEpN6pspWg,34.05381,-118.29196
Tsubaki,1356 Allison Ave,Los Angeles,CA,90026,(213) 900-4900,http://tsubakila.com/,"Don’t be fooled by the diminutive size of Echo Park’s Tsubaki. The modern Japanese restaurant carries a small footprint but is big on flavor, with dishes like sake-marinated foie gras terrine and rich yakitori skewers. Don’t sleep on the robust sake list or the pre-Dodger game deals from this Sunset Boulevard star situated just down the hill from Chavez Ravine, either. —Farley Elliott",4.5,162,3,Aq1vM8LCcb8mdpCOKCdlsw,34.07267,-118.25178
Uovo,1320 2nd St Ste A,Santa Monica,CA,90401,(310) 425-0064,https://www.uovo.la/,"This reasonably priced pasta destination in Santa Monica takes a lot of inspiration from Italy’s greatest restaurants and puts them in a casual, bar-like setting. Using pasta hand made by artisans in Italy then flown in weekly, Uovo serves tonnarelli al arrabiata, tortellini in brodo, and ragu around $16 to $18 a serving when they can go for nearly twice as much in other restaurants. ",4.5,580,2,CDeIS2PQa_Y9sjHQDkqTBg,34.0156287,-118.4981848
Dialogue,1315 3rd Street Promenade Suite K,Santa Monica,CA,90401,,http://www.dialoguerestaurant.com/,"Celebrated Chicago chef Dave Beran of Alinea and Next made headlines when he moved to Los Angeles. His first project, a diminutive tasting menu in Santa Monica’s Third Street Promenade, might be one of the most innovative places to dine right now. The nearly $200 experience comes in around 20 courses, with a whirlwind of elegantly plated textures, flavors, and ingredients. ",4.5,74,4,YsUYbLsV_TYTggwdaLQ9yQ,34.0163788500659,-118.496529147834
Rosaliné,8479 Melrose Ave,West Hollywood,CA,90069,(323) 297-9500,http://www.rosalinela.com/,"Ricardo Zarate makes a triumphant return with this popular West Hollywood ode to Peruvian cuisine. The scene is bustling most nights, and often celebrities come in hordes (apparently the cast of Crazy Rich Asians met up here recently). Start with some of the most creative cocktails in town, then order up a slew of ceviches and small plates before ending with a grand platter of paella or lomo saltado. ",4.0,484,3,3Pd3knaB6HW1-0TXXVyiuA,34.0825699,-118.37588
Otafuku,16525 S Western Ave,Gardena,CA,90247,(310) 532-9348,,"This all-around izakaya and noodle shop in sleepy Gardena feels like a terrific Japanese restaurant plucked out of a Tokyo back alley. Packed with salary men and women coming for after work drinks, the food is wonderfully prepared, reasonably priced, and always delicious. Order the zaru soba during lunch or pick up a bunch of the grilled skewers with some beer for dinner. The eel tempura is another must-order.",4.0,423,2,JIl7RKuaRRm1bcaZLm6ekA,33.880312,-118.3092949
Majordomo,1725 Naud St,Los Angeles,CA,90012,(323) 545-4880,https://www.majordomo.la/,"David Chang’s Chinatown restaurant has been one of the most impressive openings in Los Angeles this year and he’s done a masterful job of blending seasonality with many of the Asian flavors and cuisines that Angelenos love and understand. The sleek industrial environs work well with the often modestly presented plates. Start with bing breads and dips, then venture into the noodles or raw seafood before finishing strong with tableside smoked short ribs.",4.0,463,3,4Zx7Lw4U6F0sXrV4aiIyqQ,34.0690575,-118.226105
Shaanxi Garden,529 E Valley Blvd #178a,San Gabriel,CA,91776,(626) 787-5555,,"There are so many phenomenal restaurants in San Gabriel Valley, but this one has a great mix of hand pulled noodles, stir-fried specialties, and regional Shaanxi favorites with plenty of space to bring a crowd. Order the biang-biang noodles, lamb “burgers”, and more, and expect to pay around $15 to $20 per person.",4.0,156,2,pkTo2BfGJ2eG3V1JbL2Nag,34.0803968995645,-118.093031086028
Sushi Note,13447 Ventura Blvd,Sherman Oaks,CA,91423,(818) 802-3443,http://www.sushinotela.com/,"The Valley is chock full of excellent sushi bars, but this lovely new restaurant along Ventura Boulevard comes from longtime vet Kiminobu Saito, who used to operate 4 On 6 in Encino. There’s a lovely midcentury modern design in addition to a standout wine program meant to pair with the nigiri that distinguishes Sushi Note from many of the Valley’s other sushi joints.",4.5,48,,Q6Y7a1KiJ2-UqExAKbLplQ,34.1473283,-118.4263409
Hippo,5916 1/2,Los Angeles,CA,90042,(323) 545-3536,http://www.hipporestaurant.com/,"James Beard Award winner Matt Molina gets back to cooking seasonal California fare at Hippo, an underrated neighborhood dining secret that hides behind Triple Beam Pizza along Highland Park’s bustling Figueroa thoroughfare. The food is approachable, reasonably priced, and full of flavor, all served in an inviting high-ceiling dining room.",,,,,,
Otoño,5715 N Figueroa St,Los Angeles,CA,90042,,https://www.otonorestaurant.com/,"Highland Park keeps adding compelling restaurants, and this ambitious Spanish restaurant from former Racion chef Teresa Montaño goes into a brick-lined slot along Figueroa Boulevard. With a wide array of tapas and paellas, plus strong drinks at the bar, it’s already bustling with eager locals.",4.0,142,,ktMHBqMj5XNfNIKdCI9GRg,34.11008,-118.19258
Atrium,1816 N Vermont Ave,Los Angeles,CA,90027,(323) 607-6944,http://www.atriumlosfeliz.com/,"Los Feliz, with its limited retail space, doesn’t often get big new restaurants. With Beau Laughlin and Jay Milliken working on this restaurant for what seemed like years, Atrium is finally opened behind Skylight books with a wide, crowd-friendly menu of innovative Californian fare from chef Hunter Pritchett. The soaring space feels modern and fresh while the warm service help push out everything from passionfruit hamachi crudo to a robust dry-aged steak au poivre with Sichuan peppercorns. ",4.0,59,,iVyVs8L6xTtZZb1k050Ajg,34.10404,-118.29141
Ma'am Sir,4330 Sunset Blvd,Los Angeles,CA,90029,(323) 741-8371,http://www.maamsirla.com/,"Charles Olalia of Rice Bar has debuted his ode to Filipino cuisine at this bright, high-ceiling Silver Lake restaurant. Employing traditional flavors but serving plates with a modern twist, Olalia plays the hits with sisig, lumpia shanghai (topped with uni), and longganisa. Ma’am Sir is the latest installment of modern Filipino cuisine in Los Angeles, and that alone should make it a destination.",4.0,204,2,aLuNzjN_IYFcXGi37Jq7WQ,34.09516,-118.28382
Ronan,7315 Melrose Ave,Los Angeles,CA,90046,(323) 917-5100,http://ronanla.com/,"A former Sotto and Alimento vet has opened Ronan on Melrose with a set of shareable small plates, large format platters, and wood-fired pizzas that should serve the neighborhood nicely. It’s a little hidden away on the eastern part of Melrose’s busy stretch, but find everything from excellent grilled snapper to creative takes on Neapolitan-style pizza.",4.0,52,,1t89y1JeBGBC4aEbBNZjRg,34.0838245114268,-118.349283778822
Milk Bar LA,7150 Melrose Ave,Los Angeles,CA,90046,(323) 297-3250,http://milkbarstore.com/,"Christina Tosi’s celebrated New York City pastry and cake shop has finally opened in Los Angeles after a multi-year wait, and already the lines are forming around the block. With a case full of everything from crack pie to cookies to cake, plus an array of soft serve ice creams, it’s a dessert lover’s dream along Melrose. Just be prepared to wait during prime hours. ",3.5,333,,-2UlUaMi12rl9HbqX2Uq8g,34.0832,-118.3454
Fiona,339 N Fairfax Ave,Los Angeles,CA,90036,(323) 852-3210,http://www.fionabakeryla.com/,"Longtime LA baker and pastry queen Nicole Rucker opens this daytime bakery and cafe on Fairfax serving crafted breads, pastries, and toasts with a helping hand from former Simbal chef Shawn Pham. Dishes get an LA-style infusion of Asian flavors like miso chicken soup and Japanese sesame butter toast with service from morning until 8 p.m. Starting this month, Fiona will take hours to 10 p.m. with a larger savory menu to serve the neighborhood.",4.5,15,,JhIMtGj_a9RRR3KupXYKoA,34.0771625,-118.3615949
Konbi,1463 Sunset Blvd,Los Angeles,CA,90026,(213) 278-0007,http://www.konbila.com/,"Already clogging up Instagram with its delectable Japanese-style sandwiches, this coffee and daytime restaurant goes into a tiny slot in Echo Park from Akira Akuto and Nick Montgomery. Order the katsu sando, Japanese-style convenience store food, and see what happens when cooks use high-quality Duroc pork with plush milk bread. Prices are high considering the inspiration for these sandwiches, but the flavor is there to match.",4.0,62,,aeNCf7ks34JWnwaLIJmtBA,34.0754,-118.25369
Slab,8136 W 3rd St,Los Angeles,CA,90048,(310) 855-7184,http://slabbarbecue.com/,"Longtime underground barbecue pitmaster Burt Bakman has finally opened a brick & mortar restaurant called Slab along West Third Street in a partnership with h.wood Group, serving excellent smoked brisket, ribs, chicken, and more in a 40 seat space. Instead of employing offset smokers, Bakman is using steel box smokers as confined by the health department regulations, but the results are pretty close to what Bakman was able to do at his underground operation. LA finally has a new barbecue destination worth checking out.",4.5,55,,lCQaymsrtgmWDMPcEuueeQ,34.07206,-118.36729
Porridge & Puffs,2801 Beverly Blvd,Los Angeles,CA,90057,(213) 908-5313,http://porridgeandpuffs.com/,"One of Jonathan Gold’s favorite restaurants, Porridge & Puffs returns after a years-long hiatus from chef Minh Phan, who once ran the place in Hollywood. With a new Historic Filipinotown operation, Phan is more adventurous than ever, serving a market-oriented set of comforting rice porridge bowls in a friendly neighborhood space.",4.5,33,,M2AP-VzS1ULuozYrGNtj3g,34.0709245028122,-118.279585696398
